,kor,no,url,part,video_sec
1048,거금,1833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223332/MOV000240481_700X466.mp4,,8.98
1049,거기,864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216161/MOV000237232_700X466.mp4,,9.58
1050,거기,1137,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217442/MOV000237809_700X466.mp4,,8.38
1051,거기,1882,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224364/MOV000240963_700X466.mp4,,8.44
1052,거기,8739,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345442/MOV000240061_700X466.mp4,,8.17
1053,거기,9266,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222061/MOV000239919_700X466.mp4,,9.71
1054,거기,9704,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244417/MOV000259224_700X466.mp4,,11.15
1055,거기,10214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216160/MOV000237230_700X466.mp4,,8.61
1056,거기,10597,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244476/MOV000259341_700X466.mp4,,11.78
1057,거기,10598,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244490/MOV000259368_700X466.mp4,,10.85
1058,거꾸로,6290,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240188/MOV000250846_700X466.mp4,,11.98
1059,거나,19533,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252598/MOV000264343_700X466.mp4,조사,3.02
1060,거나,19534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251787/MOV000264345_700X466.mp4,어미,3.67
1061,거년,7956,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628660/MOV000255950_700X466.mp4,,3.4
1062,거닐다,11659,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216162/MOV000237234_700X466.mp4,,8.01
1063,거대,1749,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/223199/MOV000240413_700X466.mp4,,9.44
1064,거동,905,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615441/MOV000237394_700X466.mp4,,3.67
1065,거두,906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216164/MOV000237238_700X466.mp4,,8.58
1066,거두다,4441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733714/MOV000248854_700X466.mp4,,3.24
1067,거두다,5641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241565/MOV000253585_700X466.mp4,,12.28
1068,거두다,8641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004553/MOV000359669_700X466.mp4,,3.52
1069,거든,19535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251788/MOV000264347_700X466.mp4,어미,4.02
1070,거들다,5447,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626231/MOV000252753_700X466.mp4,,4
1071,거들다,11213,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626232/MOV000240415_700X466.mp4,,4
1072,거들먹거리다,11214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223201/MOV000240417_700X466.mp4,,7.91
1073,거듭,1943,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628579/MOV000239251_700X466.mp4,,3.67
1074,거듭,4442,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628578/MOV000248856_700X466.mp4,,3.67
1075,거듭,7833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628600/MOV000254160_700X466.mp4,,3.67
1076,거듭,7908,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628598/MOV000255355_700X466.mp4,,3.67
1077,거듭,7918,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628603/MOV000255926_700X466.mp4,,3.67
1078,거듭,11701,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628601/MOV000258921_700X466.mp4,,3.67
1079,거듭나다,1776,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223202/MOV000240419_700X466.mp4,,10.78
1080,거듭되다,2788,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231387/MOV000244114_700X466.mp4,,10.14
1081,거래,9367,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735013/MOV000248858_700X466.mp4,,3.25
1082,거래선,2789,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231388/MOV000244116_700X466.mp4,,12.98
1083,거래처,2789,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231388/MOV000244116_700X466.mp4,,12.98
1084,거룩하다,4443,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239182/MOV000248860_700X466.mp4,,16.48
1085,거룩하다,12660,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009731/MOV000360028_700X466.mp4,,3.02
1086,거르다,907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216165/MOV000237240_700X466.mp4,,7.64
1087,거르다,9541,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244022/MOV000258451_700X466.mp4,,15.95
1088,거름,4444,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239183/MOV000248862_700X466.mp4,,15.22
1089,거름,5347,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241359/MOV000253217_700X466.mp4,,13.08
1090,거리,510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625097/MOV000234739_700X466.mp4,,4
1091,거리,4578,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625095/MOV000248962_700X466.mp4,,4
1092,거리,6725,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625096/MOV000250012_700X466.mp4,,4
1093,거만,4579,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239234/MOV000248964_700X466.mp4,,14.28
1094,거만,12703,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733672/MOV000249582_700X466.mp4,,2.77
1095,거만,12894,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243023/MOV000256471_700X466.mp4,,12.05
1096,거머리,4580,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239235/MOV000248966_700X466.mp4,,19.12
1097,거목,2269,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222161/MOV000239921_700X466.mp4,,10.04
1098,거문고,4581,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239236/MOV000248968_700X466.mp4,,13.75
1099,거미,4582,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785160/MOV000357006_700X466.mp4,,4.49
1100,거봐,11215,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223203/MOV000240421_700X466.mp4,,8.18
1101,거부,4759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633246/MOV000249096_700X466.mp4,,4.06
1102,거부,12424,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633245/MOV000248972_700X466.mp4,,4.06
1103,거부,23960,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633247/MOV000255247_700X466.mp4,,4.06
1104,거부권,5804,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010098/MOV000360087_700X466.mp4,,4.36
1105,거부당하다,2270,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735137/MOV000239923_700X466.mp4,,3.1
1106,거부당하다,2703,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232165/MOV000244482_700X466.mp4,,8.08
1107,거부당하다,6714,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249198/MOV000262192_700X466.mp4,,3.43
1108,거북,4583,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764372/MOV000248974_700X466.mp4,,2.85
1109,거북선,4584,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239240/MOV000248976_700X466.mp4,,15.98
1110,거북하다,408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727517/MOV000250339_700X466.mp4,,3.15
1111,거사,2790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231389/MOV000244118_700X466.mp4,,10.41
1112,거성,19536,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252599/MOV000264350_700X466.mp4,명사,6.02
1113,거세다,4585,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.mp4,,3.4
1114,거세다,4885,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625148/MOV000242610_700X466.mp4,,3.4
1115,거세다,7465,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625150/MOV000250796_700X466.mp4,,3.4
1116,거세다,11264,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625151/MOV000247104_700X466.mp4,,3.4
1117,거센소리,19537,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160407/252600/MOV000264354_700X466.mp4,명사,5.02
1118,거수,4586,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239243/MOV000248982_700X466.mp4,,13.28
1119,거수경례,9755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239244/MOV000248984_700X466.mp4,,13.55
1120,거스르다,9267,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160923/344495/MOV000239925_700X466.mp4,,6.25
1121,거스름돈,2271,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009602/MOV000359937_700X466.mp4,,4.02
1122,거실,2272,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222165/MOV000239929_700X466.mp4,,9.11
1123,거액,9268,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222166/MOV000239931_700X466.mp4,,9.18
1124,거역,12425,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239245/MOV000248986_700X466.mp4,,15.28
1125,거울,4625,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239246/MOV000248988_700X466.mp4,,15.28
1126,거울,12010,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632223/MOV000255896_700X466.mp4,,4.04
1127,거위,4626,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239247/MOV000248990_700X466.mp4,,14.98
1128,거의,4627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734781/MOV000248992_700X466.mp4,,3.07
1129,거의,4628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239249/MOV000248994_700X466.mp4,,13.98
1130,거인,9756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041831/MOV000360887_700X466.mp4,,3.19
1131,거저,2049,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223582/MOV000240585_700X466.mp4,,8.98
1132,거저,10308,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214617/MOV000236520_700X466.mp4,,6.97
1133,거저,10445,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240960/MOV000252393_700X466.mp4,,10.68
1134,거저,11216,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735408/MOV000240423_700X466.mp4,,2.82
1135,거저,11608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240314/MOV000251114_700X466.mp4,,8.94
1136,거적,2791,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231390/MOV000244120_700X466.mp4,,10.28
1137,거절,4759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633246/MOV000249096_700X466.mp4,,4.06
1138,거절,8391,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626203/MOV000254580_700X466.mp4,,3.99
1139,거절,12424,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633245/MOV000248972_700X466.mp4,,4.06
1140,거절,23960,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633247/MOV000255247_700X466.mp4,,4.06
1141,거제도,4760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039276/MOV000360303_700X466.mp4,,3
1142,거주,4761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239303/MOV000249100_700X466.mp4,,15.48
1143,거주민,9496,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785541/MOV000357186_700X466.mp4,,3.95
1144,거주지,1777,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1043991/MOV000361116_700X466.mp4,,3.74
1145,거지,659,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731834/MOV000240543_700X466.mp4,,3.35
1146,거지,3499,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230875/MOV000243882_700X466.mp4,,12.31
1147,거지,8515,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239304/MOV000249102_700X466.mp4,,17.92
1148,거지반,4063,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229472/MOV000243254_700X466.mp4,,8.74
1149,거지반,5362,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240557/MOV000251597_700X466.mp4,,10.51
1150,거짓,4762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625138/MOV000249104_700X466.mp4,,4.04
1151,거짓,11104,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625139/MOV000237497_700X466.mp4,,4.04
1152,거짓말,4763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239306/MOV000249106_700X466.mp4,,13.75
1153,거짓말쟁이,8516,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239307/MOV000249108_700X466.mp4,,15.12
1154,거처,1778,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005028/MOV000359759_700X466.mp4,,4.19
1155,거치다,2792,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735143/MOV000244122_700X466.mp4,,2.87
1156,거치다,7802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242130/MOV000254709_700X466.mp4,,11.75
1157,거치다,9848,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243988/MOV000258383_700X466.mp4,,10.95
1158,거품,4764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239308/MOV000249110_700X466.mp4,,14.05
1159,거행,11217,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624331/MOV000240429_700X466.mp4,,3.87
1160,거행,11218,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633263/MOV000240431_700X466.mp4,,3.67
1161,거행,24022,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633265/MOV000256711_700X466.mp4,,3.67
1162,걱정,4765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625140/MOV000249112_700X466.mp4,,3.74
1163,걱정,5896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625145/MOV000245978_700X466.mp4,,3.74
1164,걱정,10125,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625142/MOV000244968_700X466.mp4,,3.74
1165,걱정,10779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625143/MOV000256550_700X466.mp4,,3.74
1166,걱정,10817,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625144/MOV000256002_700X466.mp4,,3.74
1167,걱정,11466,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625146/MOV000249442_700X466.mp4,,3.74
1168,걱정,11504,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625141/MOV000249168_700X466.mp4,,3.74
1169,걱정거리,10151,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231533/MOV000244208_700X466.mp4,,11.18
1170,건,19538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251791/MOV000264357_700X466.mp4,어미,3.02
1171,건,19539,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251792/MOV000264359_700X466.mp4,어미,3.02
1172,건강,394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615421/MOV000235755_700X466.mp4,,3.6
1173,건강센터,8840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041868/MOV000360918_700X466.mp4,,3.85
1174,건강진단,1779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223209/MOV000240433_700X466.mp4,,8.98
1175,건국,1813,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222168/MOV000239935_700X466.mp4,,8.44
1176,건너,2699,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630080/MOV000244474_700X466.mp4,,4.16
1177,건너,6628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630079/MOV000252128_700X466.mp4,,4.16
1178,건너,8668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630082/MOV000237885_700X466.mp4,,4.16
1179,건너,9369,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630077/MOV000249116_700X466.mp4,,4.16
1180,건너,11134,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630081/MOV000241336_700X466.mp4,,4.16
1181,건너가다,1780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223210/MOV000240435_700X466.mp4,,10.24
1182,건너가다,8668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630082/MOV000237885_700X466.mp4,,4.16
1183,건너다,2699,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630080/MOV000244474_700X466.mp4,,4.16
1184,건너다,6628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630079/MOV000252128_700X466.mp4,,4.16
1185,건너다,9369,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630077/MOV000249116_700X466.mp4,,4.16
1186,건너다,11134,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630081/MOV000241336_700X466.mp4,,4.16
1187,건너다,11219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630078/MOV000240437_700X466.mp4,,4.16
1188,건너오다,4058,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228454/MOV000242802_700X466.mp4,,8.08
1189,건너오다,8669,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346882/MOV000260160_700X466.mp4,,6.83
1190,건너오다,11220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223212/MOV000240439_700X466.mp4,,10.41
1191,건너편,2927,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231633/MOV000244210_700X466.mp4,,9.24
1192,건넌방,5931,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239312/MOV000249118_700X466.mp4,,18.32
1193,건널목,5932,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239313/MOV000249120_700X466.mp4,,19.22
1194,건넛집,2928,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231634/MOV000244212_700X466.mp4,,9.74
1195,건네주다,8307,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629649/MOV000259522_700X466.mp4,,4.04
1196,건네주다,9779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346319/MOV000244214_700X466.mp4,,9.33
1197,건네주다,9780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346472/MOV000260213_700X466.mp4,,10.5
1198,건네주다,12583,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238551/MOV000247600_700X466.mp4,,8.58
1199,건립,11221,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628694/MOV000240539_700X466.mp4,,3.5
1200,건마는,19540,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251793/MOV000264362_700X466.mp4,어미,4.02
1201,건만,19541,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251794/MOV000264364_700X466.mp4,어미,3.02
1202,건물,5934,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239315/MOV000249124_700X466.mp4,,15.85
1203,건방지다,2802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232287/MOV000244528_700X466.mp4,,8.64
1204,건방지다,4579,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239234/MOV000248964_700X466.mp4,,14.28
1205,건방지다,5935,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239316/MOV000249126_700X466.mp4,,14.82
1206,건방지다,12703,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733672/MOV000249582_700X466.mp4,,2.77
1207,건방지다,12894,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243023/MOV000256471_700X466.mp4,,12.05
1208,건빵,5936,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734829/MOV000249128_700X466.mp4,,3.3
1209,건설,3761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624838/MOV000249239_700X466.mp4,,3.84
1210,건설,12426,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624839/MOV000249130_700X466.mp4,,3.84
1211,건설교통부,3757,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785128/MOV000356983_700X466.mp4,,5.11
1212,건의,428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624834/MOV000235873_700X466.mp4,,3.77
1213,건의,3758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624832/MOV000249231_700X466.mp4,,3.77
1214,건의,9906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624833/MOV000258796_700X466.mp4,,3.77
1215,건장하다,1814,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222169/MOV000239937_700X466.mp4,,9.08
1216,건전,1815,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005031/MOV000359761_700X466.mp4,,4.36
1217,건조,3759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009613/MOV000359947_700X466.mp4,,3.97
1218,건조기,1816,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222171/MOV000239941_700X466.mp4,,9.88
1219,건지다,8545,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284228/MOV000280756_700X466.mp4,,3.92
1220,건지다,17127,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/281054/MOV000277357_700X466.mp4,,6.15
1221,건청,909,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764361/MOV000237244_700X466.mp4,,2.72
1222,건청인,3760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732174/MOV000249237_700X466.mp4,,3.55
1223,건축,3761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624838/MOV000249239_700X466.mp4,,3.84
1224,건축,12426,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624839/MOV000249130_700X466.mp4,,3.84
1225,건축가,1817,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784493/MOV000356917_700X466.mp4,,4.04
1226,건축물,910,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216168/MOV000237246_700X466.mp4,,10.78
1227,건축술,911,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216169/MOV000237248_700X466.mp4,,10.98
1228,건태,12646,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731446/MOV000245340_700X466.mp4,,3.44
1229,걷다,2011,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624841/MOV000240047_700X466.mp4,,3.37
1230,걷다,2356,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624842/MOV000240737_700X466.mp4,,3.37
1231,걷다,3762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624840/MOV000249241_700X466.mp4,,3.37
1232,걷다,11328,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624843/MOV000242138_700X466.mp4,,3.37
1233,걷어붙이다,912,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735119/MOV000237250_700X466.mp4,,2.9
1234,걷어붙이다,7634,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244557/MOV000259501_700X466.mp4,,13.75
1235,걷어차다,1818,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784494/MOV000356918_700X466.mp4,,3.8
1236,걷히다,12904,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735774/MOV000240541_700X466.mp4,,2.64
1237,걸다,1460,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214627/MOV000236540_700X466.mp4,,7.44
1238,걸다,1770,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226653/MOV000241972_700X466.mp4,,9.34
1239,걸다,3763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239375/MOV000249243_700X466.mp4,,13.91
1240,걸레,951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728922/MOV000249245_700X466.mp4,,3.02
1241,걸리다,2733,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632032/MOV000257766_700X466.mp4,,4.14
1242,걸리다,3804,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632032/MOV000257766_700X466.mp4,,4.14
1243,걸리다,3805,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239378/MOV000249249_700X466.mp4,,16.35
1244,걸리다,3806,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043090/MOV000361064_700X466.mp4,,3.34
1245,걸리다,9359,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632031/MOV000248442_700X466.mp4,,4.14
1246,걸상,3807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728280/MOV000249253_700X466.mp4,,3.67
1247,걸스카우트,2009,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222420/MOV000240043_700X466.mp4,,9.88
1248,걸식,2010,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222421/MOV000240045_700X466.mp4,,10.04
1249,걸식,15931,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251492/MOV000263355_700X466.mp4,,4.38
1250,걸어가다,2962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231636/MOV000244216_700X466.mp4,,9.04
1251,걸어오다,2963,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231637/MOV000244218_700X466.mp4,,9.78
1252,걸음,2011,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624841/MOV000240047_700X466.mp4,,3.37
1253,걸음,3762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624840/MOV000249241_700X466.mp4,,3.37
1254,걸음,10270,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735234/MOV000240777_700X466.mp4,,3.49
1255,걸음걸이,2964,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231638/MOV000244220_700X466.mp4,,10.78
1256,걸인,659,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731834/MOV000240543_700X466.mp4,,3.35
1257,검,3808,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239381/MOV000249255_700X466.mp4,,16.62
1258,검거,287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615417/MOV000235231_700X466.mp4,,3.67
1259,검거,5676,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735173/MOV000253073_700X466.mp4,,3.4
